strategy,run_id,exchange,datafeed,feed_db,fills,notional,realized_pnl,completed_pair_pnl,unpaired_leftover_pnl,paired_locked_edge,max_abs_raw_net_contracts,profit_factor,sharpe,max_drawdown,settlement_source,fill_timing,settlements_from_feed_db,strategy_params,run_dir
seed_cheap_accumulate_repair_v1,tune_70_23p333333_r390_net0.35-20260518T064349Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1127,26158.38073,237.896096,1444.81324,-1206.917144,1769.211575,198.005866,1.020704,0.1029,367.333015,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 390, ""seed_hedge_spend"": 23.333333, ""seed_primary_spend"": 70, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_70_23p333333_r390_net0.35-20260518T064349Z
seed_cheap_accumulate_repair_v1,seed200_60_20_r480_net0.25-20260518T062828Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1096,23556.271047,237.129824,723.982714,-486.852891,860.13512,129.904098,1.023083,0.119032,307.542135,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.25, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 480, ""seed_hedge_spend"": 20, ""seed_primary_spend"": 60, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_60_20_r480_net0.25-20260518T062828Z
seed_cheap_accumulate_repair_v1,seed200_60_20_r480_net0.35-20260518T062903Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1179,24017.185394,235.691729,783.983966,-548.292236,957.424864,167.768516,1.022565,0.113126,335.783527,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 480, ""seed_hedge_spend"": 20, ""seed_primary_spend"": 60, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_60_20_r480_net0.35-20260518T062903Z
seed_cheap_accumulate_repair_v1,seed_360-20260518T060022Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1516,9968.512293,232.479718,881.167208,-648.68749,1403.032646,196.210469,1.046295,0.208987,293.577357,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_total_cost"": 50, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed_360-20260518T060022Z
seed_cheap_accumulate_repair_v1,tune_100_33p333333_r330_net0.40-20260518T065639Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1451,34621.770154,232.301669,2556.944828,-2324.643159,3454.848337,362.45816,1.014625,0.064517,772.806682,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.4, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 330, ""seed_hedge_spend"": 33.333333, ""seed_primary_spend"": 100, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_100_33p333333_r330_net0.40-20260518T065639Z
seed_cheap_accumulate_repair_v1,seed200_90_30_r480_net0.25-20260518T063159Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1189,33675.412478,229.048252,1231.787108,-1002.738856,1434.691088,194.856146,1.015263,0.074765,531.08271,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.25, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 480, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_90_30_r480_net0.25-20260518T063159Z
seed_cheap_accumulate_repair_v1,tune_70_23p333333_r390_net0.45-20260518T064500Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1229,26439.076455,218.353361,1466.964982,-1248.611621,1883.949484,321.81539,1.018682,0.089805,391.818126,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 390, ""seed_hedge_spend"": 23.333333, ""seed_primary_spend"": 70, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_70_23p333333_r390_net0.45-20260518T064500Z
seed_cheap_accumulate_repair_v1,tune_70_23p333333_r390_net0.40-20260518T064424Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1171,26283.925208,218.159013,1461.392359,-1243.233346,1828.637402,255.148723,1.018826,0.092171,381.770574,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.4, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 390, ""seed_hedge_spend"": 23.333333, ""seed_primary_spend"": 70, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_70_23p333333_r390_net0.40-20260518T064424Z
seed_cheap_accumulate_repair_v1,tune_90_30_r330_net0.35-20260518T065038Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1339,32054.989232,207.136049,2129.955145,-1922.819096,2853.303101,285.495778,1.014297,0.065501,632.137568,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 330, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_90_30_r330_net0.35-20260518T065038Z
seed_cheap_accumulate_repair_v1,D_seed_480-20260518T055911Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1189,9918.00424,196.516126,614.475862,-417.959736,931.601,196.210469,1.040588,0.199345,271.979496,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_total_cost"": 50, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 480, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/D_seed_480-20260518T055911Z
seed_cheap_accumulate_repair_v1,seed200_60_20_r480_net0.45-20260518T062938Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1279,24359.179755,195.561583,829.470512,-633.908929,1050.082209,234.162872,1.018363,0.089159,369.772501,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 480, ""seed_hedge_spend"": 20, ""seed_primary_spend"": 60, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_60_20_r480_net0.45-20260518T062938Z
seed_cheap_accumulate_repair_v1,tune_100_33p333333_r330_net0.35-20260518T065603Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1382,34527.370154,185.834517,2554.552399,-2368.717883,3347.535896,309.826581,1.011765,0.052947,750.072789,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 330, ""seed_hedge_spend"": 33.333333, ""seed_primary_spend"": 100, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_100_33p333333_r330_net0.35-20260518T065603Z
seed_cheap_accumulate_repair_v1,tune_80_26p666667_r330_net0.45-20260518T064647Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1453,29455.754554,172.614108,1830.918388,-1658.30428,2632.830061,408.209795,1.012962,0.058082,600.886076,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 330, ""seed_hedge_spend"": 26.666667, ""seed_primary_spend"": 80, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_80_26p666667_r330_net0.45-20260518T064647Z
seed_cheap_accumulate_repair_v1,seed200_30_10_r360_net0.25-20260518T062312Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1068,11723.787282,171.836085,721.684381,-549.848296,886.908714,84.315399,1.032931,0.173812,149.397386,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.25, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_30_10_r360_net0.25-20260518T062312Z
seed_cheap_accumulate_repair_v1,seed200_r360_net0.25-20260518T061552Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1068,11723.787282,171.836085,721.684381,-549.848296,886.908714,84.315399,1.032931,0.173812,149.397386,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.25, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_r360_net0.25-20260518T061552Z
seed_cheap_accumulate_repair_v1,seed200_30_10_r360_net0.35-20260518T062347Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1180,12229.634404,161.273222,787.557149,-626.283927,989.175135,118.383044,1.029735,0.151893,162.651664,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_30_10_r360_net0.35-20260518T062347Z
seed_cheap_accumulate_repair_v1,seed200_r360_net0.35-20260518T061627Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1180,12229.634404,161.273222,787.557149,-626.283927,989.175135,118.383044,1.029735,0.151893,162.651664,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_r360_net0.35-20260518T061627Z
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T062931Z-validation-003,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,148,1392.645632,156.189726,314.3485,-158.158774,314.256481,90.909091,1.293912,1.359842,74.427593,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.055, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T062931Z-validation-003
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063335Z-validation-003,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,148,1392.645632,156.189726,314.3485,-158.158774,314.256481,90.909091,1.293912,1.359842,74.427593,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.055, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063335Z-validation-003
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-validation-003,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,148,1392.645632,156.189726,314.3485,-158.158774,314.256481,90.909091,1.293912,1.359842,74.427593,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.055, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-validation-003
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-validation-003,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,148,1392.645632,156.189726,314.3485,-158.158774,314.256481,90.909091,1.293912,1.359842,74.427593,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.055, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-validation-003
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-validation-014,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,82,820.0,148.563829,302.298879,-153.73505,307.744561,88.078818,1.309508,1.811544,80.0,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 90.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-validation-014
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-validation-014,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,82,820.0,148.563829,302.298879,-153.73505,307.744561,88.078818,1.309508,1.811544,80.0,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 90.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-validation-014
seed_cheap_accumulate_repair_v1,seed200_30_10_r480_net0.45-20260518T062607Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1094,13080.791968,147.291759,486.418525,-339.126765,602.397472,138.250057,1.026349,0.139167,189.223816,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 480, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_30_10_r480_net0.45-20260518T062607Z
seed_cheap_accumulate_repair_v1,seed200_r480_net0.45-20260518T062031Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1093,13055.189,147.291759,486.418525,-339.126765,602.397472,138.250057,1.026349,0.139167,189.223816,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 480, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_r480_net0.45-20260518T062031Z
seed_cheap_accumulate_repair_v1,tune_80_26p666667_r330_net0.40-20260518T064611Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1367,29259.331255,144.392858,1820.297895,-1675.905038,2538.962871,303.655585,1.010958,0.05026,575.104595,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.4, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 330, ""seed_hedge_spend"": 26.666667, ""seed_primary_spend"": 80, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_80_26p666667_r330_net0.40-20260518T064611Z
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-validation-013,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,99,974.454985,144.023201,300.851938,-156.828737,306.316581,88.078818,1.288046,1.594845,79.331612,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 60.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-validation-013
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-validation-013,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,99,974.454985,144.023201,300.851938,-156.828737,306.316581,88.078818,1.288046,1.594845,79.331612,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 60.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-validation-013
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T062931Z-validation-008,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,150,1383.971224,139.711859,299.630244,-159.918385,299.582319,50.0,1.286572,1.298454,63.965744,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.15, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T062931Z-validation-008
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063335Z-validation-008,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,150,1383.971224,139.711859,299.630244,-159.918385,299.582319,50.0,1.286572,1.298454,63.965744,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.15, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063335Z-validation-008
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-validation-008,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,150,1383.971224,139.711859,299.630244,-159.918385,299.582319,50.0,1.286572,1.298454,63.965744,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.15, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-validation-008
